Sample_ID,Model,System_Prompt,Question,Context,Ground_Truth_Answer,Extract_EN
1452,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bệnh nấm móng có biểu hiện như thế nào trên móng tay hoặc móng chân?,"Khi bị bệnh, một hoặc vài móng bị ảnh hưởng và không ảnh hưởng đến sức khỏe tổng quát. Thay đổi về màu sắc, hình dáng của móng bắt đầu từ đầu móng và hai cạnh bên, tiến triển dần vào trong. Các triệu chứng của bệnh bao gồm: - Móng tay hoặc móng chân mất màu sắc tự nhiên và chuyển sang màu vàng hay nâu.
- Các móng không còn độ bóng. Trên bề mặt móng bị lỗ chỗ hoặc có những đường rãnh ngang dọc.
- Móng trở nên dày hơn bình thường.
- Không còn độ cứng chắc mà móng trở nên giòn và dễ gãy.
- Bên dưới móng có nhiều bột vụn gồm vi nấm và chất bẩn gây ra mùi khó chịu.
- Bệnh càng tiến triển, các móng sẽ bị lẹm dần và thay đổi hình dạng.
- Trường hợp nặng hơn, phần da quanh móng bị sưng đỏ và đau nhức.
- Ngoài ra, người bệnh có thể cảm thấy ngứa hoặc đau nhẹ ở các móng.
- Nếu không điều trị, vi nấm tiếp tục tấn công và có thể gây ra các biến chứng sau: Vi nấm lan truyền và gây bệnh sang các móng khác khiến cho cả bàn chân hoặc bàn tay đều bị bệnh. Các móng bị tổn thương vĩnh viễn và không thể phục hồi. Ngoài việc mất thẩm mỹ, biến dạng móng làm cho người bệnh đau nhức nhiều và ảnh hưởng đến sinh hoạt hằng ngày.
- Vi nấm lan truyền và gây bệnh sang các móng khác khiến cho cả bàn chân hoặc bàn tay đều bị bệnh.
- Các móng bị tổn thương vĩnh viễn và không thể phục hồi.
- Ngoài việc mất thẩm mỹ, biến dạng móng làm cho người bệnh đau nhức nhiều và ảnh hưởng đến sinh hoạt hằng ngày.","Mất màu sắc tự nhiên, chuyển sang màu vàng hay nâu, không còn độ bóng, có lỗ chỗ hoặc rãnh ngang dọc, dày hơn bình thường, trở nên giòn và dễ gãy.",Móng tay hoặc móng chân bị mất màu sắc tự nhiên và chuyển sang màu vàng hay nâu. Các móng không còn độ bóng. Trên bề mặt móng bị lỗ chỗ hoặc có những đường rãnh ngang dọc.
1453,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Biểu đồ tăng trưởng được dùng để đánh giá tình trạng suy dinh dưỡng ở trẻ em như thế nào?,"Ghi nhận đều đặn các chỉ số nhân trắc của trẻ bao gồm cân nặng, chiều cao lên một biểu đồ tăng trưởng chuẩn. Nếu biểu đồ nằm ở dưới mức bách phân vị thứ 5 hoặc đường tăng trưởng của trẻ cắt các đường tăng trưởng chuẩn có nghĩa trẻ đang có tình trạng suy dinh dưỡng Suy dinh dưỡng là một bệnh lí tuy không còn phổ biến nhưng khó nhận biết và để lại nhiều hậu quả nghiêm trọng nếu không được phát hiện và điều trị kịp thời. Hi vọng bài viết trên có thể trang bị cho cha mẹ những kiến thức cơ bản nhất để có thể nhận thức được tầm quan trọng của việc phòng ngừa suy dinh dưỡng cũng như hiểu được cách đánh giá tình trạng suy dinh dưỡng ở con em mình để có thể phát hiện và can thiệp kịp thời, tránh những hậu quả nặng nề về sau.","Ghi nhận đều đặn các chỉ số nhân trắc của trẻ bao gồm cân nặng, chiều cao lên một biểu đồ tăng trưởng chuẩn. Nếu biểu đồ nằm ở dưới mức bách phân vị thứ 5 hoặc đường tăng trưởng của trẻ cắt các đường tăng trưởng chuẩn có nghĩa trẻ đang có tình trạng suy dinh dưỡng.",Biểu đồ tăng trưởng được dùng để đánh giá tình trạng suy dinh dưỡng ở trẻ em khi biểu đồ nằm ở dưới mức bách phân vị thứ 5 hoặc đường tăng trưởng của trẻ cắt các đường tăng trưởng chuẩn.
1454,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tại sao nấm da đầu có thể nhầm với nhiều tình trạng khác nhau?,"Dạy trẻ không để người khác sử dụng quần áo, khăn tắm, bàn chải tóc, dụng cụ thể thao hoặc các vật dụng cá nhân khác của mình. Như vậy bạn đã tìm hiểu qua về nấm da đầu, đây là một bệnh lý nhiễm nấm có thể lây lan, biểu hiện triệu chứng đa dạng, có thể nhầm với nhiều tình trạng khác nhau, do đó cần được chẩn đoán và điều trị bởi bác sĩ có chuyên môn. Hiện có khá nhiều cách phòng tránh và ngăn ngừa nhiễm nấm da đầu, bạn hãy đọc lại và áp dụng cho bản thân và cho gia đình mình nhé.","Biểu hiện triệu chứng của nấm da đầu rất đa dạng, dễ nhầm với nhiều bệnh lý khác.","Nấm da đầu có thể nhầm với nhiều tình trạng khác nhau vì triệu chứng đa dạng, do đó cần được chẩn đoán và điều trị bởi bác sĩ có chuyên môn."
1455,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Trong số các loại thuốc được nhắc đến, loại nào thường gây tụt huyết áp nhất?","Một số loại thuốc có thể gây ra huyết áp thấp, bao gồm: - Thuốc lợi tiểu.
- Thuốc điều trị tăng huyết áp. Quá liều thuốc điều trị tăng huyết áp có thể làm tụt huyết áp.
- Thuốc điều trị bệnh tim mạch.
- Thuốc điều trị bệnh Parkinson. Thường gặp là hạ áp do Levodopa và Pramipexole.
- Một số loại thuốc chống trầm cảm.
- Thuốc điều trị rối loạn cương dương. Thường gặp ở nhóm sildenafil (Revatio, Viagra) hoặc Tadalafil. Thuốc có thể gây tụt huyết áp mạnh nếu kết hợp với thuốc dãn mạch (điều trị bệnh tim mạch, huyết áp).","Thuốc lợi tiểu, thuốc điều trị bệnh Parkinson và thuốc điều trị rối loạn cương dương thường gây tụt huyết áp nhất.",Thuốc điều trị tăng huyết áp.
1456,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Dị ứng lúa mì thường chẩn đoán bằng phương pháp nào?,"Vài giọt chiết xuất dị nguyên tinh khiết (bao gồm chiết xuất protein lúa mì) được tiêm vào bề mặt da – hoặc ở cẳng tay hoặc ở lưng trên. Sau 15 phút, bác sĩ hoặc điều dưỡng của bạn sẽ tìm các dấu hiệu dị ứng. Nếu bạn có 1 khối đỏ và ngứa xuất hiện chỗ tiêm, bạn có thể dị ứng với lúa mì. Tác dụng phụ thường gặp nhất của test này là đỏ và ngứa. Tuy nhiên, test này không giúp xác định chắc chắn 100%, nên bác sĩ có thể chỉ định thêm các xét nghiệm khác.",Dị ứng lúa mì thường chẩn đoán bằng phương pháp test da (Skin test).,Dị ứng lúa mì thường được chẩn đoán bằng cách tiêm chiết xuất dị nguyên tinh khiết (bao gồm chiết xuất protein lúa mì) vào bề mặt da – hoặc ở cẳng tay hoặc ở lưng trên.
1457,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bác sĩ có thể chỉ định loại thuốc nào trong những loại thuốc sau đây để điều trị hạ cam mềm?,"Việc điều trị hạ cam nên được tiến hành nhanh chóng và kịp thời (tốt nhất nên bắt đầu ngay trước khi có kết quả xét nghiệm). Bác sĩ sẽ chỉ định kháng sinh để điều trị hạ cam mềm. Một trong số thuốc sau đây có thể được khuyến cáo:3 - Một liều azithromycin 1 g đường uống hoặc ceftriaxone 250 mg đường tiêm bắp.
- Erythromycin 500 mg đường uống x 3 lần/ngày x 7 ngày.
- Ciprofloxacin 500 mg đường uống x 2 lần/ngày x 3 ngày. Bên cạnh đó, bạn tình của người bệnh cũng nên được kiểm tra và điều trị nếu có quan hệ tình dục trong vòng 10 ngày trước khi xuất hiện triệu chứng hạ cam mềm.3 Lưu ý, người bệnh mắc hạ cam nên làm xét nghiệm huyết thanh bệnh giang mai và HIV sau khi được chẩn đoán mắc bệnh hạ cam 3 tháng.3",Bác sĩ có thể chỉ định thuốc erythromycin 500mg đường uống x 3 lần/ngày x 7 ngày.,"Bác sĩ có thể chỉ định một trong các loại thuốc sau để điều trị hạ cam mềm: azithromycin 1 g đường uống hoặc ceftriaxone 250 mg đường tiêm bắp, erythromycin 500 mg đường uống x 3 lần/ngày x 7 ngày, ciprofloxacin 500 mg đường uống x 2 lần/ngày x 3 ngày."
1458,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Chiếu xạ tia cực tím (UV) có gây ra triệu chứng lupus trầm trọng hơn không?,"Môi trường có thể có một vai trò trong căn nguyên của SLE thông qua ảnh hưởng của nó đối với hệ thống miễn dịch.1 - Vi rút có thể kích thích tế bào đặc hiệu kháng nguyên trong hệ miễn dịch. Đặc biệt là vi rút EBV (Epstein-Barr virus). Trên nghiên cứu cho thấy trẻ em bị SLE thì nhiễm EBV có thể là một sự kiện khởi phát dẫn đến SLE trên lâm sàng.10
- Một số bằng chứng hạn chế cho thấy rằng nhiễm trùng do vi khuẩn có thể kích hoạt tăng hoạt động miễn dịch và viêm. Điều này dẫn đến các triệu chứng lupus trầm trọng hơn.11
- Tia cực tím (UV): kích thích tế bào sừng tiết ra nhiều chất kích thích tế bào B tạo kháng thể. Tia UV còn kích thích quá trình tự miễn do ảnh hưởng đến quá trình xử lý kháng nguyên và kích hoạt đại thực bào.
- Bụi silica có thể làm tăng nguy cơ phát triển SLE. Bụi này có trong bột tẩy rửa, đất vật liệu gốm, xi măng và khói thuốc lá.
- Dị ứng với thuốc, đặc biệt kháng sinh được ghi nhận nhiều hơn ở nhóm SLE so với nhóm khỏe mạnh.
- Không ghi nhận mối liên quan rõ ràng giữa SLE và việc sử dụng thuốc nhuộm tóc, son môi, tiếp xúc với dung môi nghề nghiệp, thuốc trừ sâu hoặc uống rượu.
- Hút thuốc lá là một yếu tố nguy cơ phát triển SLE.","Không, tia cực tím (UV) không gây ra triệu chứng lupus trầm trọng hơn.","Có, tia UV có thể kích thích quá trình tự miễn do ảnh hưởng đến quá trình xử lý kháng nguyên và kích hoạt đại thực bào."
1459,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Ngoài táo bón kinh niên và hội chứng lỵ, còn có những yếu tố nguy cơ nào có thể dẫn đến bệnh trĩ?","Bệnh nhân táo bón, mắc hội chứng lỵ khi đi cầu phải cố gắng rặn để tống phân ra. Điều này làm tăng áp lực trong ống hậu môn rất nhiều lần. Sự lặp đi lại của rặn gắng sức làm tăng sự ứ đọng máu ở đám rối tĩnh mạch trĩ và làm búi trĩ sa ra ngoài.1","Ngoài táo bón kinh niên và hội chứng lỵ, còn một số yếu tố nguy cơ khác có thể dẫn đến bệnh trĩ như di truyền, ngồi lâu, ít vận động, mang thai, béo phì, chế độ ăn ít chất xơ, dùng thuốc kích thích và các tình trạng gây áp lực lên vùng hậu môn như ung thư trực tràng.","Các yếu tố nguy cơ có thể dẫn đến bệnh trĩ bao gồm: hội chứng lỵ, táo bón kinh niên, sử dụng thuốc lợi tiểu, sử dụng thuốc kháng sinh, sử dụng thuốc chống viêm, sử dụng thuốc chống oxy hóa, sử dụng thuốc chống viêm, sử dụng thuốc kháng sinh, sử dụng thuốc lợi tiểu, sử dụng thuốc chống viêm, sử dụng thuốc chống oxy hóa, sử dụng thuốc chống viêm, sử dụng thuốc kháng sinh, sử dụng thuốc lợi tiểu, sử dụng thuốc chống viêm, sử dụng thuốc kháng sinh, sử dụng thuốc lợi tiểu, sử dụng thuốc chống viêm, sử dụng thuốc kháng oxy hóa, sử dụng thuốc chống viêm, sử dụng thuốc kháng sinh, sử dụng thuốc lợi tiểu, sử dụng thuốc chống viêm, sử dụng thuốc kháng oxy hóa, sử dụng thuốc chống viêm, sử dụng thuốc kháng sinh, sử dụng thuốc lợi tiểu, sử dụng thuốc chống viêm, sử dụng thuốc kháng oxy hóa, sử dụng thuốc chống viêm, sử dụng thuốc kháng sinh, sử dụng thuốc lợi tiểu, sử dụng thuốc chống viêm, sử dụng thuốc kháng oxy hóa, sử dụng thuốc chống viêm, sử dụng thuốc kháng sinh, sử dụng thuốc lợi tiểu, sử dụng thuốc chống viêm, sử dụng thuốc"
1460,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Suy thận là gì?,Lượng đường trong máu cao có thể làm tổn thương thận và lâu ngày có thể dẫn đến suy thận.,Thận không còn khả năng lọc và loại bỏ chất thải ra khỏi cơ thể.,"Suy thận là tình trạng thận không thể lọc máu tốt, dẫn đến lượng đường trong máu cao."
1461,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Thiếu máu não theo nghĩa rộng của nó có thể là gì?,"Thiếu máu não theo nghĩa rộng của nó có thể là khu trú hoặc đa ổ. Gây ra bởi sự đóng đột ngột hoặc giảm đường kính rõ rệt của động mạch cung cấp một vùng não, có thể là của các động mạch đã ăn mòn hoặc bình thường trước đây (tức là động mạch chủ, thân trên động mạch chủ hoặc động mạch nội sọ). Thiếu máu não có thể thường xuyên được kích hoạt do thiếu nguồn cung cấp máu não toàn bộ, trong nhiều nguyên nhân cụ thể hơn là do rối loạn chức năng huyết động gây ra giảm huyết áp đột ngột. Mô não thiếu máu ngừng hoạt động trong vài giây và bị hoại tử ngay sau 5 phút sau khi thiếu hoàn toàn cung cấp oxy và glucose, so với 20 – 40 phút ở các bộ phận khác của cơ thể. Một số khu vực đặc biệt dễ bị thiếu máu cục bộ, một hiện tượng được gọi là tổn thương có chọn lọc. Những khu vực này bao gồm các vùng biên giới động mạch, các tế bào hình chóp trong vùng CA1 đồi hải mã và các tế bào Purkinje tiểu não. Khu vực biên giới động mạch còn được gọi là khu vực đầu nguồn; một vị trí phổ biến là lồi cầu não trên, là khu vực giữa các động mạch não trước và giữa, rất dễ bị giảm áp lực tưới máu não. Lý do cho sự dễ bị tổn thương chọn lọc của các loại tế bào thần kinh cụ thể chưa được hiểu hoàn toàn; nhưng được cho là do sự biến đổi trong biểu hiện của các thụ thể dẫn truyền thần kinh glutamate kích thích trên tế bào thần kinh. Các biến chứng lâu dài của thiếu máu não là do tổn thương não vĩnh viễn không thể hồi phục được, cuối cùng dẫn đến hoại tử. Sự nhạy cảm của tế bào thần kinh đối với thiếu máu cục bộ bao gồm nhiều yếu tố: não có tỷ lệ trao đổi chất cơ bản cao và tín hiệu tế bào cao kích hoạt các con đường như chết tế bào thần kinh do glutamate, gây ra tổn thương do thiếu máu cục bộ dopamine, giải phóng gốc tự do, độc tính kẽm và giải phóng các enzym dẫn đến apoptosis kết hợp và hoại tử dị hóa.",Thiếu máu não theo nghĩa rộng của nó có thể là khu trú hoặc đa ổ.,Thiếu máu não theo nghĩa rộng của nó có thể là khu trú hoặc đa ổ.
1462,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trong quá trình điều trị tăng nhãn áp cần tái khám định kỳ bao lâu lần?,"Là phương pháp phổ biến nhất trong điều trị tăng nhãn áp. Trong đó, thuốc nhỏ mắt là dạng được ưu tiên sử dụng để làm giảm áp lực ở bên trong của mắt. Đôi khi, cần phải phối hợp từ hai loại thuốc trở lên mới đạt được mục tiêu điều trị. Trong quá trình điều trị, cần tái khám định kỳ để đánh giá về hiệu quả điều trị cũng như các tác dụng phụ không mong muốn của thuốc. Lần tái khám đầu tiên thường rơi vào khoảng 3 – 4 tuần sau khi sử dụng thuốc. Các lần tái khám tiếp theo tùy thuộc vào đánh giá đáp ứng lâm sàng của bác sĩ.",Khoảng 3 – 4 tuần sau khi bắt đầu điều trị. Sau đó tùy thuộc vào đánh giá của bác sĩ.,"Trong quá trình điều trị tăng nhãn áp cần tái khám định kỳ 1 lần, thường rơi vào khoảng 3 – 4 tuần sau khi sử dụng thuốc."
1463,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Trong trường hợp bị thoát vị đĩa đệm cột sống thắt lưng, khi nào cơn đau lưng giảm?","Thoát vị đĩa đệm không phải lúc nào cũng có triệu chứng. Mặc khác, các triệu chứng phổ biến nhất là tê, đau hoặc giảm cảm giác lan dọc xuống chân một bên hoặc hai bên. Những triệu chứng này ảnh hưởng đến các phần khác nhau của chân, tùy thuộc tầng đĩa đệm bị thoát vị. - Khởi phát đau lưng. Người bệnh có thể cảm thấy đau tỏa ra từ vùng lưng dưới.
- Khi đau lan dọc xuống chân thì đau lưng giảm.
- Đau lan xuống mông, đùi, cẳng chân; giảm đau với tư thế gập háng & gập gối. Người bệnh phải thay đổi tư thế mỗi 10-20 phút.
- Hiệu ứng ho (Cough effect): 87% tăng đau khi ho, hắt hơi, nhảy mũi, rặn đi đại tiện.
- Triệu chứng bàng quang (1-18%): Lúc đầu Bàng quang giảm cảm giác là dấu hiệu có sớm như khó đi tiểu, tiểu rặn, tiểu còn tồn đọng nước tiểu. Về sau, thường thấy có triệu chứng “kích thích” như mắc tiểu không nhịn lâu được (urinary urgency), tiểu nhiều lần (không bao gồm tiểu đêm). Bí tiểu liên quan đến chèn ép chùm rễ thần kinh đuôi ngựa.",Đau lưng giảm khi cơn đau lan dọc xuống chân xuất hiện.,Khi đau lan dọc xuống chân thì đau lưng giảm.
1464,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Khi điều trị bằng thuốc trong chèn ép dây thần kinh, loại thuốc nào được sử dụng?","Với mỗi trường hợp chèn ép dây thần kinh của từng bệnh nhân thì sẽ có phương án điều trị riêng. Nhưng thông thường sẽ nằm trong cách cách dưới đây: - Vật lý trị liệu: Các bài tập trị liệu, máy trị liệu. Phương pháp này cần điều trị lâu dài, kiên trì theo đúng hướng dẫn của bác sĩ. Bạn có thể điều trị Vật lý trị liệu tại các khoa Phục hồi chức năng trong Bệnh viện hoặc các phòng khám bên ngoài.
- Thuốc men (điều trị Nội khoa): Sau khi thăm khám, bác sĩ thần kinh sẽ kê đơn thuốc uống, thuốc dạng tiêm… nhưng phương pháp này chỉ có tác dụng điều trị triệu chứng, kiểm soát không cho bệnh tiến triển nặng, khó điều trị dứt điểm bệnh được.
- Phẫu thuật nếu điều trị Nội khoa và các phương pháp bảo tồn khác không đáp ứng.","Trong điều trị bằng thuốc, bác sĩ sẽ kê đơn thuốc uống, thuốc dạng tiêm... để điều trị triệu chứng và kiểm soát bệnh.",Thuốc men (điều trị Nội khoa).
1465,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Viêm thực quản không được điều trị có thể dẫn đến thay đổi cấu trúc thực quản như thế nào?,"Nếu không được điều trị, nó có thể dẫn đến thay đổi cấu trúc của thực quản. Các biến chứng có thể xảy ra bao gồm: - Sẹo hẹp thực quản.
- Rách mô lót thực quản.
- Barrett thực quản: đặc trưng bởi những thay đổi đối với các tế bào lót trong thực quản, làm tăng nguy cơ ung thư thực quản.","Viêm thực quản không được điều trị có thể dẫn đến sự thay đổi cấu trúc của thực quản, bao gồm sẹo hẹp thực quản và rách mô lót thực quản.","Viêm thực quản không được điều trị có thể dẫn đến thay đổi cấu trúc thực quản như sẹo hẹp thực quản, rách mô lót thực quản và Barrett thực quản."
1466,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Biểu hiện của viêm loét đại tràng là gì?,"Viêm loét đại tràng là một bệnh viêm ruột. Đó là một bệnh kéo dài, tuy nhiên lại có rất nhiều mức độ nghiêm trong khác nhau của nó. Viêm loét đại tràng xảy ra khi niêm mạc ruột già của bạn (còn gọi là đại tràng), trực tràng hoặc cả hai bị viêm. Viêm này tạo ra vết loét nhỏ gọi là loét trên niêm mạc đại tràng. Nó thường bắt đầu ở trực tràng và lan lên trên hay có thể liên quan đến toàn bộ đại tràng của bạn.  Tình trạng viêm làm cho ruột của bạn co bóp nhiều và làm trống thường xuyên. Khi các tế bào trên bề mặt niêm mạc ruột của bạn chết sẽ tạo thành vết loét. Các vết loét này có thể gây chảy máu và chảy dịch nhầy và mủ cùng với phân. >> Xem thêm: Viêm đại tràng có nguy hiểm không?","Viêm loét đại tràng có thể gây chảy máu, chảy dịch nhầy và mủ, cùng với phân.",Biểu hiện của viêm loét đại tràng là tình trạng ruột co bóp nhiều và làm trống thường xuyên. Khi các tế bào trên bề mặt niêm mạc ruột của bạn chết sẽ tạo thành vết loét. Các vết loét này có thể gây chảy máu và chảy dịch nhầy và mủ cùng với phân.
1467,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Cầm máu nguyên phát diễn ra theo những giai đoạn nào?,#NAME?,Thông điệp hóa học được gửi vào máu để báo hiệu cơ thể giải phóng các yếu tố đông máu và bắt đầu quá trình đông máu. Các tiểu cầu trong máu tập hợp tại vị trí vết thương và bắt đầu dính vào vết thương và vào nhau. Chúng tạo thành một nút thắt tiểu cầu mềm trong vết thương của bạn.,"Cầm máu nguyên phát diễn ra theo các giai đoạn: co mạch, thông điệp hóa học, đông máu."
1468,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Điều trị bệnh giang mai có tác dụng gì?,"Penicillin là kháng sinh được lựa chọn điều trị bệnh và có hiệu quả khỏi bệnh cao. Nếu người bệnh bị dị ứng với penicillin thì bác sĩ sẽ lựa chọn các kháng sinh khác thay thế như doxycycline, azithromycin hoặc ceftriaxone.","Điều trị bệnh giang mai giúp khỏi bệnh, ngăn chặn lây lan và phòng ngừa bệnh tái phát và di chứng.",Penicillin là kháng sinh được lựa chọn điều trị bệnh và có hiệu quả khỏi bệnh cao.
1469,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Suy thận mãn tính có thể chữa khỏi hoàn toàn không?,,"Hiện tại, suy thận mãn tính không thể chữa khỏi hoàn toàn.","Không, suy thận mãn tính không thể chữa khỏi hoàn toàn."
1470,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Ở trẻ rối loạn phản ứng gắn bó có thể có các dấu hiệu nào?," Hãy cân nhắc đưa con bạn đi khám ngay nếu trẻ có các dấu hiệu như trên. Tuy nhiên, một số rối loạn khác như rối loạn phổ tự kỷ cũng có những dấu hiệu tương tự, có thể gây nhầm lẫn. Do đó, bạn nên đưa con đến gặp bác sĩ chuyên về tâm thần nhi hay bác sĩ tâm lý ngay khi nghi ngờ. ","Trẻ rối loạn phản ứng gắn bó có thể có các dấu hiệu như lo lắng khi xa bố mẹ, thường xuyên quấy khóc, cáu gắt, khó hòa nhập với bạn bè, thường lo lắng không lý do.","Trẻ có thể có các dấu hiệu như: trẻ không thích nói chuyện, không thích nói chuyện với người khác, không thích nói chuyện với người lớn, không thích nói chuyện với người khác."
1471,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Khi điều trị loạn sản mức độ nặng củaBarrett thực quản, phương pháp nào sau đây không được sử dụng?","Loạn sản mức độ nặng thường được xem là tiền ung thư thực quản. Vì lí do này, bác sĩ sẽ đề nghị cắt bỏ niêm mạc qua nội soi và/hoặc hủy mô bằng sóng cao tần. Những lựa chọn điều trị khác bao gồm: - Áp lạnh. Qua nội soi thực quản, dùng khí lạnh/chất lỏng lạnh áp lên vùng niêm mạc bất thường. Sau đó, tế bào được làm ấm rồi lại áp lạnh. Lặp đi lặp lại nhiều lần như vậy giúp phá hủy các tế bào bất thường.
- Liệu pháp quang động học. Dùng một chất nhạy cảm ánh sáng tiêm vào tĩnh mạch của bệnh nhân. Sau đó, qua nội soi, phá hủy lớp niêm mạc bất thường bằng cách chiếu ánh sáng và laser vào niêm mạc bất thường.
- Phẫu thuật cắt bỏ đoạn thực quản bị tổn thường, và sau đó nối phần thực quản còn lại vào dạ dày.",Áp lạnh.,Liệu pháp quang động học.
1472,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Làm thế nào để điều trị tai biến mạch máu não (TBMMN) do động mạch não bị tắc nghẽn?,"Phương pháp điều trị TBMMN không cố định mà có những phương pháp điều trị khác nhau tùy thuộc vào loại TBMMN mà bệnh nhân mắc phải. Điều quan trọng nhất cần ghi nhớ như đề cập ở phía trên là bạn phải tìm cách để đến bệnh viện NHANH NHẤT CÓ THỂ Điều trị đối với những bệnh nhân TBMMN do động mạch não bị tắt nghẽn (nhồi máu não) bao gồm: - Can thiệptái thông lại động mạch não bị tắc nghẽn. Việc tái thông có thể giúp bệnh nhân phục hồi khỏi TBMMN. Với liệu pháp tan cục máu đông (rTPA) cho những bệnh nhân đến bệnh viện sớm trong giờ vàng (dưới 4.5 giờ sau khi bị tai biến mạch máu não) và lấy huyết khối bằng dụng cụ cơ học (dưới 6 giờ sau khi bị tai biến mạch máu não)
- Dùng thuốc ngăn ngừa việc tái hình thành tắc nghẽn mới, đây là những thuốc giúp bệnh nhân ngăn ngừa những TBMMN trong tương lai Điều trị đối với nhóm bệnh nhân TBMMN do vỡ động mạch não (Xuất huyết não) bao gồm : - Can thiệp mạch máu não giảm thiểu tổn thương gây ra bởi việc máu chảy ra xung quanh bên trong não
- Ngưng hoặc giảm liều các thuốc làm nặng thêm tình trạng chạy chảy máu
- Phẫu thuật não nhằm sửa chữa động mạch hoặc kiểm soát nguồn chảy máu ( Việc này không phải luôn luôn khả thi)","Điều trị TBMMN do động mạch não bị tắc nghẽn bao gồm can thiệp tái thông lại động mạch não bị tắc nghẽn, dùng thuốc ngăn ngừa việc tái hình thành tắc nghẽn mới.","Để điều trị TBMMN do động mạch não bị tắc nghẽn, bạn có thể sử dụng liệu pháp tái thông lại động mạch não bị tắc nghẽn, dùng thuốc ngăn ngừa tái hình thành tắc nghẽn mới, hoặc phẫu thuật não nhằm sửa chữa động mạch hoặc kiểm soát nguồn chảy máu."
1473,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Những yếu tố nào làm tăng nguy cơ mắc bệnh zona?,"Nguyên nhân chính gây nên bệnh zona là vi rút Varicella-zoster, những yếu tố làm cho chúng ta dễ bị mắc bệnh hơn là: - Chưa được tiêm phòng đối với loại vi rút này.
- Đã từng mắc bệnh thủy đậu hay zona sẽ có nguy cơ khởi phát lại zona vì vi rút có thể cư trú tại hạch thần kinh của người bệnh hàng chục năm.
- Những người có hệ miễn dịch bị suy yếu, giảm sức đề kháng của cơ thể như người bị nhiễm HIV, hóa trị ung thư, chấn thương thể chất và tinh thần trong thời gian dài sẽ có nguy cơ bị zona nhiều hơn, đặc biệt khi đã có sẵn vi rút tiềm tàng ở trong cơ thể.","Các yếu tố làm tăng nguy cơ mắc bệnh zona gồm: chưa được tiêm phòng thủy đậu, đã mắc thủy đậu hoặc zona trước đó, hệ miễn dịch suy yếu do nhiễm HIV, hóa trị ung thư, hoặc chấn thương thể chất và tinh thần kéo dài.","Những yếu tố làm tăng nguy cơ mắc bệnh zona bao gồm: chưa tiêm phòng đối với loại vi rút này, đã từng mắc bệnh thủy đậu hay zona, những người có hệ miễn dịch bị suy yếu, giảm sức đề kháng của cơ thể như người bị nhiễm HIV, hóa trị ung thư, chấn thương thể chất và tinh thần trong thời gian dài."
1474,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Trường hợp thoát vị nghẹt có thể có dấu hiệu đi kèm nào?,#NAME?,"Trường hợp thoát vị nghẹt có thể có dấu hiệu đi kèm như cảm giác buồn nôn hoặc nôn, bí đại tiện hoặc trung tiện, cho thấy đường tiêu hóa bị tắc nghẽn.","Trường hợp thoát vị nghẹt có thể có dấu hiệu đi kèm như buồn nôn, nôn, bí đại tiện hoặc trung tiện."
1475,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Trong các biến chứng tức thì của gãy cành tươi, tình trạng tím ngay khi nắn là dấu hiệu của điều gì?","Shock, gãy hở, chèn ép khung, tím ngay khi nắn.",Tím ngay khi nắn là dấu hiệu của tình trạng chèn ép khung.,Tím ngay khi nắn là dấu hiệu của gãy cành tươi.
